geneName	h1_T0	h1_T12	h2_T0	h2_T12
ASPRV1	12	2	5	7
ASPSCR1	51	38	38	41
ASRGL1	0	1	0	0
ASTE1	98	127	74	77
ASTN1	5	5	2	2
ASTN2	70	95	51	101
ASUN	162	353	131	199
ASXL1	1161	951	1082	764
ASXL2	550	598	406	364
ASXL3	2	1	1	0
ASZ1	0	0	0	0
ATAD2	104	411	80	145
ATAD2B	139	117	104	72
ATAT1	99	53	69	78
ATCAY	0	0	0	0
ATE1	179	148	126	94
ATF1	273	276	251	108
ATF2	452	425	328	155
ATF3	72	22	18	14
ATF4	1493	936	1695	1466
ATF5	195	253	608	358
ATF6	315	433	238	347
ATF6B	753	376	637	373
ATF7	84	97	72	87
ATF7IP	372	355	207	137
ATF7IP2	12	6	2	2
ATG10	1631	1872	1960	2971
ATG12	313	437	262	234
ATG13	701	777	729	860
ATG14	86	52	68	41
ATG16L1	233	400	212	303
ATG16L2	126	88	60	52
ATG2A	190	115	103	100
ATG3	195	341	173	253
ATG4A	78	149	92	116
ATG4B	182	201	154	217
ATG4C	73	93	59	51
ATG4D	59	78	81	93
ATG5	347	515	265	231
ATG7	193	171	157	155
ATG9A	818	849	789	835
ATIC	341	720	291	803
ATL1	87	55	112	88
ATL2	178	241	148	157
ATL3	1761	1611	1181	984
ATM	780	643	358	165
ATMIN	666	652	550	495
ATN1	324	203	275	213
ATOH1	0	0	0	0
ATOH8	90	777	63	946
ATP10A	584	1153	825	1220
ATP10B	0	0	0	0
ATP10D	669	612	199	240
ATP11A	133	188	78	104
ATP11C	211	199	97	58
ATP12A	0	0	0	0
ATP13A1	287	395	271	463
ATP13A2	117	180	157	147
ATP13A3	1596	2518	985	712
ATP13A4	1	0	0	0
ATP13A5	1	0	0	0
ATP1A1	1980	2072	1937	2407
ATP1A3	8	27	3	12
ATP1A4	0	0	0	0
ATP1B1	473	451	564	338
ATP1B2	0	0	0	0
ATP1B4	0	0	0	0
ATP2A1	6	10	5	11
ATP2A2	1206	2740	1011	2305
ATP2A3	3	0	4	7
ATP2B1	1439	1400	1271	485
ATP2B2	0	0	0	0
ATP2B3	0	0	3	1
ATP2B4	5046	11710	2881	6359
ATP2C1	976	1353	720	810
ATP2C2	5	5	2	4
ATP4A	0	0	0	0
ATP4B	0	0	0	0
ATP5A1	451	601	385	726
ATP5C1	488	784	565	1162
ATP5D	141	185	190	381
ATP5G2	241	186	327	351
ATP5J	227	236	215	260
ATP5SL	117	104	98	148
ATP6AP1	1018	867	944	840
ATP6AP1L	31	8	27	10
ATP6AP2	2507	2455	2188	1764
ATP6V0A1	420	307	275	303
ATP6V0A2	138	273	107	213
ATP6V0A4	0	0	0	0
ATP6V0B	267	636	248	1041
ATP6V0D1	179	282	199	424
ATP6V0D2	0	0	0	0
ATP6V0E1	1700	2634	1795	3396
ATP6V0E2	22	10	25	8
ATP6V1B1	8	2	10	5
ATP6V1B2	682	764	509	650
ATP6V1C1	327	438	211	162
ATP6V1C2	1	0	0	5
ATP6V1D	525	982	478	506
ATP6V1E2	47	20	45	19
ATP6V1H	279	362	204	286
ATP7A	261	312	159	125
ATP7B	77	60	66	63
ATP8A1	4	4	8	1
ATP8A2	0	0	0	0
ATP8B1	988	1312	1038	813
ATP8B2	2167	3290	2240	3789
ATP8B4	17	13	18	29
ATP9A	393	260	301	228
ATP9B	139	113	115	84
ATPAF2	80	71	72	84
ATPBD4	30	33	15	20
ATPIF1	259	273	248	355
ATR	346	696	200	299
ATRIP	55	121	46	120
ATRN	1050	1003	723	744
ATRNL1	2	2	3	2
ATRX	811	501	337	109
ATXN1	278	141	239	115
ATXN10	865	1649	765	1388
ATXN1L	6	4	3	3
ATXN2	367	386	344	348
ATXN2L	201	147	166	123
ATXN7	260	256	190	151
ATXN7L1	115	85	94	50
ATXN7L2	52	29	116	48
AUH	10	7	8	7
AUP1	620	1098	556	1293
AURKA	22	35	17	15
AURKAIP1	283	510	326	809
AURKB	3	3	1	4
AURKC	1	3	4	6
AUTS2	132	95	136	108
AVEN	125	154	89	154
AVIL	50	36	27	21
AVL9	522	457	327	235
AVPR1A	0	0	0	0
AVPR2	0	0	0	0
AWAT1	0	0	0	0
AWAT2	0	0	0	0
AXDND1	0	0	0	0
AXIN1	168	144	177	158
AXIN2	149	62	290	192
AXL	1933	2238	1875	1699
AZGP1	0	0	0	0
AZI1	54	29	46	40
AZI2	683	426	527	163
AZIN1	1071	2771	802	1696
AZU1	1	0	0	0
B2M	5980	6041	5025	5501
B3GALNT1	77	71	50	27
B3GALNT2	162	184	114	151
B3GALT1	0	4	0	0
B3GALT2	248	20	189	2
B3GALT4	22	6	42	5
B3GALT5	0	1	1	0
B3GALTL	56	107	38	117
B3GAT1	0	0	0	0
B3GAT2	7	12	10	10
B3GAT3	4	17	3	31
B3GNT1	356	180	317	196
B3GNT2	186	229	192	151
B3GNT3	0	0	0	0
B3GNT4	214	352	234	462
B3GNT5	0	0	0	0
B3GNT6	0	0	0	0
B3GNT8	31	8	27	8
B3GNTL1	10	11	3	8
B4GALNT1	27	29	8	15
B4GALNT2	0	0	0	0
B4GALNT3	2	13	1	10
B4GALNT4	12	0	11	12
B4GALT1	3112	8961	1128	2858
B4GALT2	769	1285	1173	1883
B4GALT3	171	361	178	494
B4GALT4	715	886	685	644
B4GALT5	986	1229	929	1339
B4GALT6	10	23	38	23
B4GALT7	152	283	164	421
BAALC	121	766	79	726
BAAT	1	2	1	0
BABAM1	363	453	389	624
BACE1	1453	2235	1296	2128
BACE2	219	520	165	411
BACH1	896	954	422	345
BACH2	10	5	0	1
BAD	332	276	442	537
BAG1	115	248	98	327
BAG2	565	678	785	472
BAG3	472	1226	562	1507
BAG4	42	63	35	24
BAG5	268	314	201	173
BAHCC1	60	22	54	17
BAHD1	296	216	229	194
BAI1	5	16	35	59
BAI2	142	101	75	49
BAIAP2	139	131	106	156
BAIAP2L1.1	69	55	89	45
BAIAP2L2	16	31	8	38
BAIAP3	0	0	0	0
BAMBI	149	70	142	57
BANF2	0	0	0	0
BANK1	7	5	1	1
BANP	33	41	22	37
BAP1	385	526	377	559
BARD1	16	39	15	17
BARHL1	0	0	0	0
BARHL2	0	0	0	0
BARX1	0	0	0	1
BARX2	0	0	0	0
BASP1	951	1752	689	1338
BATF	0	0	0	0
BATF2	0	1	1	0
BATF3	1	2	0	1
BAX	675	578	792	894
BAZ1A	280	637	225	257
BAZ1B	1204	1359	876	880
BAZ2A	655	603	562	426
BAZ2B	318	196	130	47
BBIP1	254	187	249	103
BBOX1	0	1	0	0
BBS10	63	59	50	32
BBS12	26	24	19	17
BBS2	370	148	312	125
BBS4	182	133	142	139
BBS7	225	281	119	129
BBS9	177	120	102	69
BBX	538	266	264	117
BCAM	12	14	10	8
BCAN	1	0	2	0
BCAP29	643	1050	555	401
BCAR1	259	410	319	379
BCAR3	440	977	384	574
BCAS1	9	5	23	39
BCAS3	116	35	88	37
BCAS4	7	5	9	15
BCAT1	652	971	355	331
BCAT2	127	142	154	128
BCCIP	205	533	239	256
BCDIN3D	44	36	47	37
BCHE	0	0	0	0
BCKDHB	257	180	191	112
BCKDK	187	315	238	522
BCL10	141	299	176	245
BCL11A	18	10	4	2
BCL11B	5	3	3	5
BCL2	90	22	16	6
BCL2A1	0	5	0	0
BCL2L1	305	424	349	380
BCL2L10	2	0	0	0
BCL2L11	24	4	27	12
BCL2L12	38	43	21	32
BCL2L13	391	429	335	377
BCL2L14	0	0	0	1
BCL2L15	0	1	0	0
BCL2L2	231	290	169	232
BCL3	40	49	48	61
BCL6	391	306	419	398
BCL6B	2	0	1	0
BCL7A	72	318	71	468
BCL7B	286	533	362	652
BCL7C	137	198	159	397
BCL9	118	63	97	69
BCL9L	930	918	772	859
BCLAF1	812	993	515	390
BCMO1	0	0	0	0
BCO2	12	1	5	0
BCOR	169	201	177	134
BCR	87	103	91	89
BCS1L	108	174	91	204
BDH1	12	10	7	14
BDH2	325	93	162	34
BDKRB1	2	4	2	3
BDKRB2	106	54	7	20
BDNF	235	1197	321	1532
BDP1	267	454	99	57
BEAN1	0	1	1	0
BECN1	750	991	659	688
BEGAIN	0	0	0	2
BEND2	0	0	0	0
BEND3	0	1	1	2
BEND4	0	1	0	0
BEND5	6	5	9	28
BEND6	309	316	170	131
BEST1	13165	8907	6235	6232
BEST2	0	0	0	0
BEST3	0	0	0	0
BEST4	1	2	0	0
BET1	214	362	205	217
BET1L	211	309	131	204
BET3L	7	3	6	2
BEX1	4	12	0	0
BEX2	0	1	1	0
BEX4	146	42	91	31
BEX5	1	0	0	1
BFAR	562	782	453	732
BFSP1	8	4	18	5
BFSP2	0	0	0	0
BGLAP	3	2	3	1
BGN	1290	1020	3372	3340
BHLHA15	0	2	0	3
BHLHE40	215	411	138	314
BHLHE41	20	8	8	5
BHMT	6	3	9	3
BHMT2	52	36	26	7
BICC1	1109	984	1594	894
BICD1	127	364	93	189
BICD2	629	995	502	610
BID	76	108	57	121
BIK	2	0	0	0
BIN1	308	162	149	82
BIN2	0	0	0	0
BIN3	184	195	159	182
BIRC2	999	2183	811	619
BIRC3	108	199	55	37
BIRC6	1497	1623	775	674
BIRC7	0	0	0	0
BLCAP	755	985	775	815
BLM	6	24	3	11
BLMH	260	278	252	236
BLNK	0	0	0	0
BLOC1S2	325	560	295	251
BLVRB	192	94	230	229
BLZF1	301	657	229	130
BMF	7	0	3	4
BMP1	982	987	931	1030
BMP10	0	0	0	0
BMP15	0	0	0	0
BMP2	5	95	1	50
BMP3	0	2	0	2
BMP4	2	1	5	1
BMP5	0	0	0	0
BMP6	88	67	62	62
BMP7	0	2	0	0
BMPER	278	785	546	537
BMPR1A	2	4	2	4
BMPR1B	6	95	11	97
BMPR2	696	831	334	378
BMS1	125	299	77	178
BMX	0	0	0	0
BNC1	128	216	60	97
BNC2	289	167	116	84
BNIP1	56	97	62	145
BNIP2	550	701	399	288
BNIP3L	2194	1517	1776	1465
BNIPL	3	0	1	1
BOC	267	317	291	342
BOD1L	1135	977	597	370
BOK	58	52	67	68
BOLA1	64	35	75	73
BOLA3	15	57	23	83
BOLL	0	0	0	1
BORA	39	68	27	42
BPGM	576	286	402	166
BPHL	15	22	33	34
BPI	0	0	0	1
BPIFA2	0	0	0	0
BPIFA3	0	0	0	0
BPIFB2	0	0	0	0
BPIFB3	0	0	0	0
BPIFB4	0	1	1	0
BPIFB6	0	0	0	0
BPIFC	0	0	0	0
BPNT1	95	173	85	156
BPTF	785	527	408	209
BRAP	190	269	169	206
BRAT1	140	70	152	121
BRCA2	8	30	4	3
BRD1	404	364	388	322
BRD2	1800	2045	1624	1823
BRD3	237	107	239	133
BRD4	260	281	209	231
BRD7	5	12	9	3
BRD8	490	517	413	377
BRDT	0	0	0	1
BRF2	499	413	705	636
BRI3	353	304	404	353
BRIP1	9	30	6	12
BRIX1	187	277	162	198
BRMS1	192	320	182	416
BRMS1L	62	51	53	32
BROX	442	400	331	185
BRP44	7	7	2	3
BRP44L	120	147	132	213
BRPF1	190	282	174	272
BRPF3	314	352	320	317
BRS3	0	0	0	0
BRSK1	32	19	28	30
BRWD1	398	285	194	54
BRWD3	111	127	59	24
BSDC1	1077	746	1076	775
BSN	5	6	2	6
BSND	0	0	0	0
BSPH1	0	0	0	0
BSPRY	0	0	0	0
BST1	258	232	112	80
BST2	0	0	5	2
BTAF1	731	954	528	429
BTBD1	801	1420	632	662
BTBD10	66	102	47	64
BTBD11	1	79	1	101
BTBD16	0	0	0	2
BTBD2	218	147	260	211
BTBD3	392	410	297	204
BTBD8	13	6	11	2
BTBD9	73	58	35	43
BTC	0	2	0	1
BTD	240	135	211	177
BTF3	2020	2584	2391	2846
BTG2	133	43	64	63
BTG3	172	278	240	312
BTG4	0	0	0	0
BTK	0	0	0	0
BTLA	0	0	0	0
BTN1A1	1	2	2	0
BTNL3	0	0	0	0
BTNL8	0	0	0	0
BTRC	301	278	228	251
BUB1	13	29	12	19
BUB1B	13	9	8	12
BUD13	104	123	93	136
BUD31	401	691	526	791
BVES	84	72	54	44
BX323860.1	0	0	0	0
BYSL	84	189	106	202
BZRAP1	20	3	79	5
BZW1	234	643	199	413
BZW2	181	885	187	865
C10orf10	14	10	6	18
C10orf107	14	4	8	6
C10orf11	8	6	9	6
C10orf112	1	0	2	0
C10orf116	29	11	103	117
C10orf12	70	114	38	60
C10orf120	0	0	0	0
C10orf122	0	0	0	0
C10orf125	11	29	22	87
C10orf126	0	0	0	0
C10orf137	215	223	140	115
C10orf140	6	0	4	1
C10orf2	43	104	60	114
C10orf27	0	0	0	0
C10orf28	108	143	111	95
C10orf32	190	139	210	113
C10orf35	2	1	2	2
C10orf46	514	503	333	300
C10orf47	16	8	38	9
C10orf54	355	127	627	147
C10orf57	19	16	22	12
C10orf67	0	0	0	0
C10orf68	5	0	1	1
C10orf76	108	89	85	101
C10orf81	0	0	0	0
C10orf82	0	0	0	0
C10orf85	0	0	0	3
C10orf88	68	113	70	96
C10orf90	3	15	3	11
C10orf96	0	0	0	0
C11orf1	32	17	29	29
C11orf16	1	0	0	1
C11orf2	365	221	409	328
C11orf24	133	370	148	477
C11orf30	254	347	175	162
C11orf35	5	0	1	0
C11orf41	201	1424	103	866
C11orf42	1	0	0	0
C11orf46	258	148	220	53
C11orf49	189	148	232	204
C11orf52	18	6	11	8
C11orf53	0	0	0	0
C11orf54	108	66	140	85
C11orf57	488	521	388	426
C11orf61	103	77	83	66
C11orf63	120	68	79	32
C11orf65	17	7	9	5
C11orf67	86	58	92	80
C11orf68	693	668	729	848
C11orf70	64	57	63	27
C11orf71	23	2	10	6
C11orf73	240	293	256	258
C11orf74	64	45	51	15
C11orf80	12	9	15	9
C11orf82	8	50	2	32
C11orf83	44	55	26	78
C11orf84	69	99	87	148
C11orf88	14	2	5	0
C11orf9	4	0	2	3
C12orf10	199	284	248	482
C12orf12	0	0	0	0
C12orf23	1559	2471	1173	1314
C12orf24	48	160	53	180
C12orf26	37	32	36	28
C12orf29	41	93	23	29
C12orf32	117	57	89	81
C12orf34	5	14	2	21
C12orf35	271	173	122	44
C12orf4	225	576	165	378
C12orf40	4	5	3	3
C12orf42	0	0	0	0
C12orf44	359	642	435	972
C12orf45	24	34	36	38
C12orf48	10	17	9	8
C12orf49	42	44	25	56
C12orf5	198	259	153	178
C12orf50	0	0	0	0
C12orf52	64	145	60	185
C12orf53	29	7	32	16
C12orf56	0	6	0	5
C12orf57	249	261	270	595
C12orf60	4	5	4	1
C12orf63	30	18	9	5
C12orf65	42	45	36	35
C12orf66	30	51	22	36
C12orf68	12	8	15	15
C12orf70	2	0	1	2
C12orf73	41	24	38	38
C12orf74	0	0	0	0
C12orf76	203	255	200	170
C13orf16	0	0	0	1
C13orf26	0	0	0	0
C13orf27	58	162	37	65
C13orf33	101	463	11	27
C14orf1	318	165	281	199
C14orf101	219	201	187	141
C14orf102	125	111	103	78
C14orf118	207	205	116	130
C14orf119	435	618	413	698
C14orf129	241	338	223	157
C14orf133	215	208	193	260
C14orf135	800	849	497	346
C14orf149	317	435	197	295
C14orf159	158	75	80	61
C14orf164	6	2	1	0
C14orf166	202	373	203	203
C14orf166B	0	0	0	0
C14orf176	11	2	4	2
C14orf177	0	0	0	0
C14orf178	1	0	1	0
C14orf180	0	0	0	0
C14orf182	4	24	6	49
C14orf2	176	231	176	265
C14orf21	543	725	360	644
C14orf28	118	86	136	51
C14orf37	216	234	152	157
C14orf38	2	4	4	2
C14orf39	0	0	0	0
C14orf43	189	117	123	81
C14orf49	111	29	74	26
C14orf79	72	82	100	95
C14orf80	18	20	17	33
C14orf93	40	14	31	12
C15orf23	18	47	31	46
C15orf24	580	986	675	1312
C15orf26	0	0	0	0
C15orf27	2	0	3	3
C15orf29	127	131	83	66
C15orf33	10	11	10	4
C15orf39	144	115	161	202
C15orf40	132	111	130	119
C15orf41	109	126	113	111
C15orf42	35	50	18	23
C15orf43	0	0	0	0
C15orf44	264	296	280	330
C15orf52	812	736	795	392
C15orf55	0	0	0	0
C15orf57	34	48	29	75
C15orf58	18	2	11	11
C15orf59	148	89	120	95
C15orf60	0	0	0	1
C15orf61	118	38	173	51
C15orf63	169	368	236	517
C16orf11	0	0	0	0
C16orf13	67	70	121	173
C16orf42	184	256	174	324
C16orf45	958	496	1073	866
C16orf46	12	8	9	9
C16orf48	45	33	50	48
C16orf5	289	242	251	338
C16orf53	151	150	131	207
C16orf54	0	0	0	0
C16orf55	2	4	5	9
C16orf57	48	105	63	112
C16orf58	641	746	724	1050
C16orf59	2	9	1	8
C16orf61	20	49	27	62
C16orf62	266	288	214	303
C16orf7	69	67	76	78
C16orf70	269	367	292	402
C16orf71	4	0	3	2
C16orf72	616	1064	496	645
C16orf73	0	2	1	0
C16orf74	5	2	0	1
C16orf78	0	0	0	0
C16orf79	31	42	34	45
C16orf80	189	253	213	390
C16orf87	64	113	29	40
C16orf89	0	0	0	0
C16orf91	16	32	30	59
C16orf92	0	0	0	0
C16orf93	32	33	23	25
C16orf96	0	0	0	0
C17orf101	107	86	84	112
C17orf104	46	53	20	39
C17orf105	0	0	0	0
C17orf107	1	4	6	8
C17orf28	0	1	3	2
C17orf39	50	39	30	26
C17orf46	0	0	1	0
C17orf47	2	0	1	0
C17orf48	105	72	116	65
C17orf49.1	304	296	376	528
C17orf50	0	0	0	0
C17orf53	5	22	10	25
C17orf56	128	86	95	84
C17orf57	155	215	35	48
C17orf59	41	35	36	57
C17orf61	23	28	33	42
C17orf63	114	114	101	120
C17orf64	0	0	0	0
C17orf66	0	0	0	0
C17orf67	2	3	1	3
C17orf70	372	541	403	657
C17orf74	0	0	0	0
C17orf75	59	82	47	41
C17orf78	1	0	0	0
C17orf79	324	648	329	870
C17orf80	226	194	151	150
C17orf97	13	5	6	8
C17orf98	0	0	0	0
C17orf99	0	0	0	0
C18orf1	2	0	0	4
C18orf21	53	57	49	36
C18orf25	149	398	137	182
C18orf34	1	0	0	0
C18orf54	21	34	27	8
C18orf63	0	0	0	0
C18orf8	137	114	103	96
C19orf10	135	296	186	459
C19orf12	133	96	124	143
C19orf18	1	0	1	1
C19orf24	18	25	17	39
C19orf25	22	31	25	48
C19orf26	14	25	11	24
C19orf33	0	1	1	1
C19orf35	0	0	0	1
C19orf38	0	0	0	0
C19orf40	4	1	8	5
C19orf43	526	545	632	923
C19orf44	35	33	45	19
C19orf45	0	0	0	0
C19orf46	3	1	2	2
C19orf47	28	46	25	36
C19orf51	0	0	0	1
C19orf52	80	107	82	134
C19orf54	83	47	71	55
C19orf55	59	26	36	22
C19orf57	2	3	8	3
C19orf59	0	0	0	0
C19orf6	148	204	134	146
C19orf60	53	60	48	70
C19orf63	191	199	281	280
C19orf66	64	37	45	31
C19orf68	21	23	18	13
C19orf73	9	3	10	22
C19orf75	0	0	0	0
C19orf80	3	3	3	1
C1GALT1	213	287	153	85
C1GALT1C1	318	353	326	169
C1orf100	0	0	0	0
C1orf101	16	2	7	1
C1orf105	0	0	0	0
C1orf106	0	0	0	0
C1orf110	0	0	0	0
C1orf111	0	0	0	0
C1orf112	26	51	23	32
C1orf114	4	0	1	2
C1orf115	0	0	0	0
C1orf116	1	5	0	1
C1orf124	140	178	106	108
C1orf127	0	0	0	0
C1orf129	0	1	0	3
C1orf130	0	0	0	0
C1orf131	67	92	86	120
C1orf135	136	152	102	152
C1orf141	0	0	0	0
C1orf144	68	109	53	137
C1orf145	4	5	2	1
C1orf146	0	0	0	0
C1orf150	0	0	0	0
C1orf158	3	0	0	0
C1orf162	2	1	1	0
C1orf167	66	12	36	10
C1orf168	0	1	0	0
C1orf170	0	0	0	0
C1orf172	0	0	0	0
C1orf173	0	0	0	0
C1orf174	131	182	149	229
C1orf177	1	0	0	0
C1orf182	2	0	2	1
C1orf185	0	0	0	0
C1orf186	0	0	0	0
C1orf187	1	0	1	0
C1orf189	0	0	0	0
C1orf190	4	4	3	3
C1orf192	49	40	29	31
C1orf196	0	0	0	0
C1orf198	1140	501	1363	632
C1orf200	0	0	0	0
C1orf201	84	129	90	118
C1orf21	431	143	362	181
C1orf210	0	0	0	0
C1orf216	166	111	137	123
C1orf220	0	1	0	0
C1orf226	0	0	0	0
C1orf228	12	3	6	2
C1orf27	110	190	74	52
C1orf31	71	100	71	125
C1orf35	20	39	11	18
C1orf38	25	20	20	13
C1orf43	1406	1592	1359	2191
C1orf49	4	2	3	2
C1orf50	80	82	82	99
C1orf51	49	24	71	77
C1orf52	248	340	216	334
C1orf53	26	22	23	29
C1orf54	89	68	58	69
C1orf55	95	197	71	141
C1orf56	149	182	150	192
C1orf61	0	0	0	0
C1orf63	599	182	447	88
C1orf64	0	0	0	0
C1orf65	0	0	0	0
C1orf74	14	49	19	44
C1orf85	543	362	360	413
C1orf86	119	91	113	166
C1orf87	0	0	0	0
C1orf88	15	2	1	1
C1orf9	472	1026	316	363
C1orf94	0	1	0	1
C1orf95	2	0	0	1
C1orf96	11	15	11	12
C1QBP	40	159	42	205
C1QC	0	0	0	0
C1QL1	0	0	1	2
C1QL2	0	0	0	0
C1QL3	19	9	12	3
C1QL4	0	0	0	0
C1QTNF1	24	41	25	75
C1QTNF2	3	1	2	4
C1QTNF3	83	65	80	54
C1QTNF4	0	0	0	0
C1QTNF6	147	47	101	47
C1QTNF7	2	1	0	0
C1R	739	435	837	715
C1RL	178	45	163	64
C1S	4737	2943	4232	3477
C2	40	17	3	1
C20orf11	316	296	229	298
C20orf111	432	282	337	342
C20orf112	183	120	110	85
C20orf118	0	0	0	1
C20orf123	0	0	0	0
C20orf144	1	0	3	1
C20orf151	0	0	0	0
C20orf152	0	0	0	1
C20orf173	0	0	0	0
C20orf187	0	0	0	0
C20orf194	585	661	523	543
C20orf195	2	0	2	1
C20orf196	2	1	2	5
C20orf20	161	170	197	234
C20orf201	0	0	0	0
C20orf26	1	0	1	0
C20orf27	50	77	74	138
C20orf29	44	33	43	48
C20orf3	892	1094	858	1248
C20orf30	54	34	17	27
C20orf4	227	296	266	390
C20orf43	645	907	771	1022
C20orf54	0	0	0	0
C20orf7	18	27	24	29
C20orf72	50	67	41	35
C20orf79	0	0	0	0
C20orf85	0	0	0	0
C20orf94	15	9	6	5
C20orf96	33	13	22	17
C21orf2	112	98	92	113
C21orf37	0	0	0	0
C21orf56	29	20	0	1
C21orf58	8	3	8	3
C21orf59	202	333	167	318
C21orf62	1	1	1	0
C21orf63	4	4	12	6
C21orf7	600	720	447	533
C21orf88	0	0	1	0
C21orf91	70	69	64	14
C22orf13	327	381	359	398
C22orf23	113	111	83	45
C22orf24	1	2	3	1
C22orf25	100	113	86	147
C22orf28	559	999	573	1134
C22orf29	63	93	37	46
C22orf31	0	0	0	0
C22orf32	108	106	141	159
C22orf33	0	0	0	0
C22orf39	0	0	0	0
C22orf40	61	42	58	74
C2CD2	61	145	48	76
C2CD2L	118	171	87	153
C2CD3	318	254	259	157
C2CD4A	0	0	0	0
C2CD4D	1	0	0	0
C2orf18	129	169	112	137
C2orf28	653	563	707	1107
C2orf29	239	293	226	278
C2orf40	0	0	2	0
C2orf43	193	223	135	140
C2orf44	77	112	58	58
C2orf47	57	85	70	110
C2orf49	254	240	234	195
C2orf50	0	0	0	0
C2orf51	0	0	0	0
C2orf53	0	0	0	0
C2orf54	0	0	0	0
C2orf55	0	0	0	0
C2orf56	227	184	183	102
C2orf61	1	0	0	1
C2orf62	1	0	1	0
C2orf63	36	23	19	11
C2orf65	6	4	2	7
C2orf66	1	0	0	0
C2orf67	295	253	209	124
C2orf68	91	51	87	50
C2orf69	0	0	1	0
C2orf70	0	0	0	0
C2orf71	0	0	0	0
C2orf72	1	1	0	3
C2orf73	2	0	2	0
C2orf76	23	18	19	12
C2orf78	0	0	0	0
C2orf80	0	0	0	0
C2orf82	0	0	1	1
C2orf84	1	0	1	1
C2orf88	13	3	2	2
C2orf89	9	5	0	1
C3AR1	0	0	1	0
C3orf14	48	62	30	45
C3orf15	4	3	1	0
C3orf17	405	439	327	275
C3orf18	283	130	261	192
C3orf19	118	92	109	91
C3orf20	0	0	1	0
C3orf22	0	0	0	0
C3orf23	237	134	152	61
C3orf25	4	1	1	0
C3orf26	104	152	128	130
C3orf32	1	2	0	0
C3orf33	27	11	19	17
C3orf35	0	5	2	1
C3orf37	134	92	104	101
C3orf38	208	276	210	190
C3orf43	0	0	0	0
C3orf45	57	185	62	228
C3orf49	1	0	2	1
C3orf52	19	76	12	33
C3orf56	0	0	0	0
C3orf58	244	145	193	120
C3orf62	65	50	48	40
C3orf64	191	171	217	88
C3orf65	0	0	0	0
C3orf67	14	59	13	35
C3orf70	0	2	0	0
C3orf75	84	122	90	211
C3orf77	0	0	0	0
C3orf78	30	26	17	13
C3orf80	6	1	5	2
C4BPA	0	0	0	0
C4BPB	0	0	0	0
C4orf17	0	0	0	0
C4orf19	0	2	1	0
C4orf22	4	2	2	1
C4orf29	51	44	39	17
C4orf32	97	152	71	50
C4orf33	45	39	38	7
C4orf36	14	9	8	10
C4orf37	0	1	0	0
C4orf40	0	0	0	0
C4orf44	2	1	0	0
C4orf45	0	0	0	0
C4orf47	2	1	2	2
C4orf48	1	1	1	3
C4orf49	303	58	204	25
C4orf50	0	0	0	0
C5	41	10	20	15
C5AR1	8	3	7	2
C5orf13	2674	2665	2867	5540
C5orf15	80	74	77	67
C5orf22	203	311	164	205
C5orf24	612	728	444	320
C5orf25	44	34	39	39
C5orf28	145	93	106	32
C5orf30	285	1173	295	481
C5orf32	213	210	208	225
C5orf34	14	46	8	12
C5orf35	22	35	31	19
C5orf38	68	25	82	50
C5orf4	265	41	190	56
C5orf41	734	187	436	73
C5orf42	587	366	303	110
C5orf43	442	795	337	306
C5orf44	216	281	203	151
C5orf45	373	195	183	107
C5orf47	0	0	0	0
C5orf48	0	0	0	0
C5orf49	0	1	0	0
C5orf50	0	0	0	0
C5orf51	665	589	392	243
C5orf52	0	0	0	0
C5orf54	50	57	40	36
C6	0	0	0	0
C6orf1	155	153	113	201
C6orf10	0	0	0	0
C6orf103	0	0	0	0
C6orf105	2	17	10	77
C6orf106	867	907	738	1070
C6orf108	76	94	76	143
C6orf115	33	82	52	112
C6orf118	0	0	0	0
C6orf125	95	140	119	273
C6orf126	0	0	0	0
C6orf130	143	117	113	87
C6orf132	12	16	25	12
C6orf136	55	45	50	44
C6orf141	0	0	0	0
C6orf15	0	0	0	0
C6orf162	58	38	37	14
C6orf163	6	2	3	1
C6orf165	11	6	4	1
C6orf168	5	2	1	2
C6orf170	54	41	27	20
C6orf186	4	3	15	7
C6orf192	27	32	2	3
C6orf201	111	108	74	116
C6orf221	0	0	1	0
C6orf222	1	0	0	0
C6orf223	0	0	0	0
C6orf225	141	125	134	195
C6orf25	0	0	1	0
C6orf52	2	1	0	0
C6orf57	22	17	30	22
C6orf58	0	0	0	0
C6orf62	865	1159	776	778
C6orf72	872	786	1034	750
C6orf89	865	909	580	846
C6orf97	30	7	23	5
C7	0	0	0	0
C7orf10	74	38	73	43
C7orf11	181	105	194	98
C7orf23	150	187	141	158
C7orf25	172	154	166	102
C7orf26	102	103	85	136
C7orf30	177	179	143	186
C7orf31	23	4	7	2
C7orf41	369	195	180	96
C7orf42	704	936	576	920
C7orf44	164	163	255	268
C7orf45	0	0	0	0
C7orf46	0	0	1	4
C7orf53	13	6	5	5
C7orf55	6	5	10	6
C7orf57	0	3	1	0
C7orf58	601	1125	143	131
C7orf59	165	148	197	300
C7orf60	447	350	384	158
C7orf61	5	1	1	1
C7orf62	0	0	0	0
C7orf63	83	21	67	16
C8A	0	0	0	0
C8B	0	0	0	0
C8G	4	1	1	4
C8orf33	60	152	63	221
C8orf34	83	38	36	8
C8orf37	43	35	44	14
C8orf38	73	91	62	70
C8orf39	11	5	7	0
C8orf4	52	48	6	18
C8orf40	125	87	154	89
