geneName	h1_P	h2_P	h1_T12	h2_T12
ASCC1	104	111	113	121
ASCC2	313	367	593	646
ASCC3	1523	1106	2463	1223
ASCL3	0	0	0	0
ASCL4	0	0	0	0
ASF1A	162	150	138	85
ASF1B	11	24	5	10
ASH2L	255	349	290	328
ASIP	0	0	0	1
ASNA1	428	497	517	865
ASNS	718	822	329	328
ASNSD1	540	528	778	357
ASPA	1	11	3	4
ASPDH	2	0	0	2
ASPG	0	0	0	0
ASPH	2906	3844	3959	2103
ASPHD1	27	61	42	88
ASPHD2	26	59	23	48
ASPM	66	143	23	5
ASPRV1	7	3	2	7
ASPSCR1	34	33	38	41
ASRGL1	0	0	1	0
ASTE1	97	112	127	77
ASTN1	3	0	5	2
ASTN2	46	24	95	101
ASUN	188	188	353	199
ASXL1	893	878	951	764
ASXL2	578	519	598	364
ASXL3	0	0	1	0
ASZ1	0	0	0	0
ATAD2	348	529	411	145
ATAD2B	98	100	117	72
ATAT1	50	69	53	78
ATCAY	0	0	0	0
ATE1	129	104	148	94
ATF1	222	273	276	108
ATF2	427	337	425	155
ATF3	46	44	22	14
ATF4	1154	1334	936	1466
ATF5	149	312	253	358
ATF6	349	361	433	347
ATF6B	482	538	376	373
ATF7	110	115	97	87
ATF7IP	447	285	355	137
ATF7IP2	5	4	6	2
ATG10	1452	1429	1872	2971
ATG12	318	338	437	234
ATG13	836	843	777	860
ATG14	51	39	52	41
ATG16L1	310	239	400	303
ATG16L2	146	202	88	52
ATG2A	135	155	115	100
ATG3	312	328	341	253
ATG4A	123	126	149	116
ATG4B	167	177	201	217
ATG4C	73	91	93	51
ATG4D	50	80	78	93
ATG5	408	380	515	231
ATG7	153	143	171	155
ATG9A	918	972	849	835
ATIC	405	469	720	803
ATL1	80	163	55	88
ATL2	219	219	241	157
ATL3	2032	1650	1611	984
ATM	523	323	643	165
ATMIN	577	641	652	495
ATN1	250	260	203	213
ATOH1	0	0	0	0
ATOH8	739	811	777	946
ATP10A	1047	1131	1153	1220
ATP10B	0	0	0	0
ATP10D	729	373	612	240
ATP11A	125	139	188	104
ATP11C	203	168	199	58
ATP12A	0	0	0	0
ATP13A1	352	412	395	463
ATP13A2	189	171	180	147
ATP13A3	1133	678	2518	712
ATP13A4	0	1	0	0
ATP13A5	0	0	0	0
ATP1A1	2735	3266	2072	2407
ATP1A3	15	7	27	12
ATP1A4	0	0	0	0
ATP1B1	372	310	451	338
ATP1B2	1	0	0	0
ATP1B4	0	0	0	0
ATP2A1	6	13	10	11
ATP2A2	2279	2103	2740	2305
ATP2A3	1	3	0	7
ATP2B1	1242	1091	1400	485
ATP2B2	2	0	0	0
ATP2B3	0	0	0	1
ATP2B4	9059	7493	11710	6359
ATP2C1	1379	1336	1353	810
ATP2C2	12	14	5	4
ATP4A	0	0	0	0
ATP4B	0	0	0	0
ATP5A1	514	442	601	726
ATP5C1	554	695	784	1162
ATP5D	138	208	185	381
ATP5G2	172	245	186	351
ATP5J	197	237	236	260
ATP5SL	86	102	104	148
ATP6AP1	674	685	867	840
ATP6AP1L	14	21	8	10
ATP6AP2	2112	2025	2455	1764
ATP6V0A1	260	317	307	303
ATP6V0A2	184	124	273	213
ATP6V0A4	1	2	0	0
ATP6V0B	557	718	636	1041
ATP6V0D1	198	247	282	424
ATP6V0D2	0	0	0	0
ATP6V0E1	2068	2830	2634	3396
ATP6V0E2	4	5	10	8
ATP6V1B1	4	13	2	5
ATP6V1B2	649	589	764	650
ATP6V1C1	402	388	438	162
ATP6V1C2	1	1	0	5
ATP6V1D	552	737	982	506
ATP6V1E2	16	22	20	19
ATP6V1H	295	334	362	286
ATP7A	276	169	312	125
ATP7B	76	73	60	63
ATP8A1	4	4	4	1
ATP8A2	0	1	0	0
ATP8B1	632	905	1312	813
ATP8B2	3413	3426	3290	3789
ATP8B4	44	107	13	29
ATP9A	448	462	260	228
ATP9B	95	61	113	84
ATPAF2	58	44	71	84
ATPBD4	20	23	33	20
ATPIF1	246	319	273	355
ATR	381	288	696	299
ATRIP	52	91	121	120
ATRN	768	674	1003	744
ATRNL1	0	2	2	2
ATRX	646	464	501	109
ATXN1	379	309	141	115
ATXN10	1313	1354	1649	1388
ATXN1L	2	2	4	3
ATXN2	362	450	386	348
ATXN2L	162	172	147	123
ATXN7	245	190	256	151
ATXN7L1	82	75	85	50
ATXN7L2	29	39	29	48
AUH	19	9	7	7
AUP1	885	1041	1098	1293
AURKA	50	99	35	15
AURKAIP1	353	425	510	809
AURKB	11	50	3	4
AURKC	2	3	3	6
AUTS2	180	310	95	108
AVEN	117	147	154	154
AVIL	41	38	36	21
AVL9	481	342	457	235
AVPR1A	0	0	0	0
AVPR2	0	0	0	0
AWAT1	2	0	0	0
AWAT2	0	0	0	0
AXDND1	0	0	0	0
AXIN1	140	166	144	158
AXIN2	122	180	62	192
AXL	2175	2525	2238	1699
AZGP1	0	0	0	0
AZI1	35	40	29	40
AZI2	521	418	426	163
AZIN1	1726	1635	2771	1696
AZU1	0	0	0	0
B2M	5862	4471	6041	5501
B3GALNT1	48	52	71	27
B3GALNT2	117	116	184	151
B3GALT1	0	0	4	0
B3GALT2	13	34	20	2
B3GALT4	7	16	6	5
B3GALT5	0	3	1	0
B3GALTL	155	140	107	117
B3GAT1	0	0	0	0
B3GAT2	7	9	12	10
B3GAT3	19	21	17	31
B3GNT1	176	192	180	196
B3GNT2	187	257	229	151
B3GNT3	0	0	0	0
B3GNT4	266	287	352	462
B3GNT5	0	0	0	0
B3GNT6	0	0	0	0
B3GNT8	22	36	8	8
B3GNTL1	5	10	11	8
B4GALNT1	31	41	29	15
B4GALNT2	0	0	0	0
B4GALNT3	3	10	13	10
B4GALNT4	5	12	0	12
B4GALT1	7929	1654	8961	2858
B4GALT2	710	978	1285	1883
B4GALT3	222	262	361	494
B4GALT4	546	607	886	644
B4GALT5	1094	1125	1229	1339
B4GALT6	10	45	23	23
B4GALT7	146	153	283	421
BAALC	1455	917	766	726
BAAT	0	0	2	0
BABAM1	377	398	453	624
BACE1	2486	2831	2235	2128
BACE2	235	193	520	411
BACH1	789	465	954	345
BACH2	11	0	5	1
BAD	211	283	276	537
BAG1	134	122	248	327
BAG2	454	570	678	472
BAG3	859	1250	1226	1507
BAG4	56	51	63	24
BAG5	293	244	314	173
BAHCC1	34	33	22	17
BAHD1	293	339	216	194
BAI1	64	53	16	59
BAI2	58	41	101	49
BAIAP2	106	144	131	156
BAIAP2L1.1	83	58	55	45
BAIAP2L2	21	69	31	38
BAIAP3	0	3	0	0
BAMBI	167	182	70	57
BANF2	0	0	0	0
BANK1	1	1	5	1
BANP	26	18	41	37
BAP1	535	537	526	559
BARD1	39	63	39	17
BARHL1	0	0	0	0
BARHL2	0	0	0	0
BARX1	0	3	0	1
BARX2	0	0	0	0
BASP1	1158	1038	1752	1338
BATF	0	0	0	0
BATF2	0	0	1	0
BATF3	0	1	2	1
BAX	450	469	578	894
BAZ1A	402	399	637	257
BAZ1B	1220	1328	1359	880
BAZ2A	543	568	603	426
BAZ2B	221	161	196	47
BBIP1	169	198	187	103
BBOX1	0	0	1	0
BBS10	44	57	59	32
BBS12	30	26	24	17
BBS2	186	194	148	125
BBS4	114	134	133	139
BBS7	249	224	281	129
BBS9	137	127	120	69
BBX	501	320	266	117
BCAM	10	4	14	8
BCAN	0	2	0	0
BCAP29	1047	998	1050	401
BCAR1	320	296	410	379
BCAR3	812	701	977	574
BCAS1	42	40	5	39
BCAS3	93	82	35	37
BCAS4	5	5	5	15
BCAT1	1901	1508	971	331
BCAT2	79	118	142	128
BCCIP	240	237	533	256
BCDIN3D	38	32	36	37
BCHE	1	0	0	0
BCKDHB	188	143	180	112
BCKDK	207	268	315	522
BCL10	210	253	299	245
BCL11A	4	6	10	2
BCL11B	3	7	3	5
BCL2	51	34	22	6
BCL2A1	2	2	5	0
BCL2L1	351	463	424	380
BCL2L10	0	1	0	0
BCL2L11	14	11	4	12
BCL2L12	44	49	43	32
BCL2L13	330	306	429	377
BCL2L14	2	1	0	1
BCL2L15	0	0	1	0
BCL2L2	192	233	290	232
BCL3	47	45	49	61
BCL6	298	341	306	398
BCL6B	3	8	0	0
BCL7A	181	294	318	468
BCL7B	338	517	533	652
BCL7C	138	238	198	397
BCL9	80	85	63	69
BCL9L	1027	1123	918	859
BCLAF1	1138	1022	993	390
BCMO1	0	0	0	0
BCO2	4	2	1	0
BCOR	236	261	201	134
BCR	72	103	103	89
BCS1L	124	150	174	204
BDH1	3	11	10	14
BDH2	128	77	93	34
BDKRB1	1	4	4	3
BDKRB2	115	24	54	20
BDNF	666	1494	1197	1532
BDP1	292	216	454	57
BEAN1	0	0	1	0
BECN1	789	812	991	688
BEGAIN	0	2	0	2
BEND2	0	0	0	0
BEND3	3	0	1	2
BEND4	0	0	1	0
BEND5	2	4	5	28
BEND6	340	304	316	131
BEST1	7808	4416	8907	6232
BEST2	1	0	0	0
BEST3	1	1	0	0
BEST4	1	3	2	0
BET1	252	246	362	217
BET1L	175	126	309	204
BET3L	13	7	3	2
BEX1	18	1	12	0
BEX2	3	1	1	0
BEX4	61	52	42	31
BEX5	0	1	0	1
BFAR	652	666	782	732
BFSP1	11	5	4	5
BFSP2	0	0	0	0
BGLAP	2	1	2	1
BGN	1597	4425	1020	3340
BHLHA15	1	0	2	3
BHLHE40	490	326	411	314
BHLHE41	25	51	8	5
BHMT	8	2	3	3
BHMT2	18	10	36	7
BICC1	2001	1472	984	894
BICD1	284	302	364	189
BICD2	726	819	995	610
BID	67	66	108	121
BIK	0	0	0	0
BIN1	193	51	162	82
BIN2	0	0	0	0
BIN3	160	198	195	182
BIRC2	1846	1717	2183	619
BIRC3	57	14	199	37
BIRC6	1181	947	1623	674
BIRC7	0	0	0	0
BLCAP	659	738	985	815
BLM	31	49	24	11
BLMH	243	271	278	236
BLNK	0	0	0	0
BLOC1S2	364	303	560	251
BLVRB	61	112	94	229
BLZF1	396	333	657	130
BMF	18	29	0	4
BMP1	1190	1116	987	1030
BMP10	0	0	0	0
BMP15	0	0	0	0
BMP2	31	9	95	50
BMP3	1	3	2	2
BMP4	3	1	1	1
BMP5	0	0	0	0
BMP6	38	71	67	62
BMP7	1	0	2	0
BMPER	285	297	785	537
BMPR1A	3	3	4	4
BMPR1B	36	112	95	97
BMPR2	942	745	831	378
BMS1	158	136	299	178
BMX	0	0	0	0
BNC1	110	79	216	97
BNC2	199	153	167	84
BNIP1	53	70	97	145
BNIP2	677	656	701	288
BNIP3L	2237	1920	1517	1465
BNIPL	0	1	0	1
BOC	331	399	317	342
BOD1L	1002	624	977	370
BOK	33	33	52	68
BOLA1	52	55	35	73
BOLA3	38	40	57	83
BOLL	1	0	0	1
BORA	53	68	68	42
BPGM	478	398	286	166
BPHL	15	24	22	34
BPI	2	0	0	1
BPIFA2	0	0	0	0
BPIFA3	0	0	0	0
BPIFB2	0	0	0	0
BPIFB3	0	0	0	0
BPIFB4	0	1	1	0
BPIFB6	0	0	0	0
BPIFC	0	0	0	0
BPNT1	132	104	173	156
BPTF	614	473	527	209
BRAP	192	218	269	206
BRAT1	88	153	70	121
BRCA2	36	41	30	3
BRD1	285	349	364	322
BRD2	2097	2123	2045	1823
BRD3	197	217	107	133
BRD4	231	197	281	231
BRD7	4	3	12	3
BRD8	385	450	517	377
BRDT	0	0	0	1
BRF2	510	579	413	636
BRI3	239	262	304	353
BRIP1	38	87	30	12
BRIX1	129	150	277	198
BRMS1	211	295	320	416
BRMS1L	70	68	51	32
BROX	498	474	400	185
BRP44	5	5	7	3
BRP44L	143	250	147	213
BRPF1	214	266	282	272
BRPF3	314	332	352	317
BRS3	0	0	0	0
BRSK1	17	27	19	30
BRWD1	297	231	285	54
BRWD3	117	77	127	24
BSDC1	837	926	746	775
BSN	13	15	6	6
BSND	0	0	0	0
BSPH1	0	0	0	0
BSPRY	0	0	0	0
BST1	258	49	232	80
BST2	0	5	0	2
BTAF1	644	524	954	429
BTBD1	877	669	1420	662
BTBD10	57	89	102	64
BTBD11	70	88	79	101
BTBD16	0	0	0	2
BTBD2	107	162	147	211
BTBD3	382	400	410	204
BTBD8	11	6	6	2
BTBD9	77	77	58	43
BTC	1	0	2	1
BTD	152	166	135	177
BTF3	1812	2295	2584	2846
BTG2	57	31	43	63
BTG3	272	343	278	312
BTG4	2	0	0	0
BTK	0	0	0	0
BTLA	0	1	0	0
BTN1A1	0	0	2	0
BTNL3	0	0	0	0
BTNL8	0	0	0	0
BTRC	252	236	278	251
BUB1	56	158	29	19
BUB1B	55	167	9	12
BUD13	96	129	123	136
BUD31	478	600	691	791
BVES	107	164	72	44
BX323860.1	0	0	0	0
BYSL	111	92	189	202
BZRAP1	3	24	3	5
BZW1	399	363	643	413
BZW2	379	379	885	865
C10orf10	18	14	10	18
C10orf107	5	8	4	6
C10orf11	3	1	6	6
C10orf112	1	1	0	0
C10orf116	16	99	11	117
C10orf12	123	81	114	60
C10orf120	0	0	0	0
C10orf122	1	0	0	0
C10orf125	29	34	29	87
C10orf126	0	0	0	0
C10orf137	157	143	223	115
C10orf140	2	0	0	1
C10orf2	64	48	104	114
C10orf27	0	1	0	0
C10orf28	129	166	143	95
C10orf32	119	172	139	113
C10orf35	1	2	1	2
C10orf46	472	331	503	300
C10orf47	13	24	8	9
C10orf54	105	95	127	147
C10orf57	12	20	16	12
C10orf67	0	1	0	0
C10orf68	1	4	0	1
C10orf76	119	113	89	101
C10orf81	0	0	0	0
C10orf82	0	2	0	0
C10orf85	0	3	0	3
C10orf88	79	104	113	96
C10orf90	18	11	15	11
C10orf96	0	0	0	0
C11orf1	21	20	17	29
C11orf16	0	0	0	1
C11orf2	246	307	221	328
C11orf24	237	313	370	477
C11orf30	267	262	347	162
C11orf35	0	0	0	0
C11orf41	886	1049	1424	866
C11orf42	1	1	0	0
C11orf46	120	83	148	53
C11orf49	152	145	148	204
C11orf52	11	20	6	8
C11orf53	0	0	0	0
C11orf54	59	81	66	85
C11orf57	438	399	521	426
C11orf61	73	113	77	66
C11orf63	84	65	68	32
C11orf65	4	7	7	5
C11orf67	83	108	58	80
C11orf68	583	642	668	848
C11orf70	24	25	57	27
C11orf71	6	5	2	6
C11orf73	195	220	293	258
C11orf74	32	37	45	15
C11orf80	5	15	9	9
C11orf82	50	96	50	32
C11orf83	35	43	55	78
C11orf84	72	137	99	148
C11orf88	10	9	2	0
C11orf9	4	5	0	3
C12orf10	205	217	284	482
C12orf12	0	0	0	0
C12orf23	1685	1275	2471	1314
C12orf24	82	101	160	180
C12orf26	35	37	32	28
C12orf29	50	40	93	29
C12orf32	66	103	57	81
C12orf34	9	18	14	21
C12orf35	191	200	173	44
C12orf4	278	282	576	378
C12orf40	2	7	5	3
C12orf42	0	0	0	0
C12orf44	394	498	642	972
C12orf45	33	23	34	38
C12orf48	30	42	17	8
C12orf49	39	47	44	56
C12orf5	211	150	259	178
C12orf50	0	0	0	0
C12orf52	98	130	145	185
C12orf53	12	10	7	16
C12orf56	1	7	6	5
C12orf57	242	245	261	595
C12orf60	3	4	5	1
C12orf63	8	6	18	5
C12orf65	38	40	45	35
C12orf66	40	35	51	36
C12orf68	17	31	8	15
C12orf70	9	5	0	2
C12orf73	37	30	24	38
C12orf74	0	0	0	0
C12orf76	170	188	255	170
C13orf16	0	0	0	1
C13orf26	0	0	0	0
C13orf27	101	153	162	65
C13orf33	317	9	463	27
C14orf1	99	143	165	199
C14orf101	196	171	201	141
C14orf102	110	117	111	78
C14orf118	165	147	205	130
C14orf119	595	604	618	698
C14orf129	357	339	338	157
C14orf133	211	202	208	260
C14orf135	725	645	849	346
C14orf149	183	141	435	295
C14orf159	85	84	75	61
C14orf164	2	6	2	0
C14orf166	276	294	373	203
C14orf166B	0	0	0	0
C14orf176	1	5	2	2
C14orf177	0	0	0	0
C14orf178	1	0	0	0
C14orf180	0	0	0	0
C14orf182	13	11	24	49
C14orf2	172	181	231	265
C14orf21	524	478	725	644
C14orf28	73	77	86	51
C14orf37	253	305	234	157
C14orf38	3	1	4	2
C14orf39	0	0	0	0
C14orf43	118	68	117	81
C14orf49	34	33	29	26
C14orf79	65	101	82	95
C14orf80	33	63	20	33
C14orf93	13	18	14	12
C15orf23	43	101	47	46
C15orf24	881	1083	986	1312
C15orf26	0	1	0	0
C15orf27	0	6	0	3
C15orf29	141	120	131	66
C15orf33	6	7	11	4
C15orf39	132	204	115	202
C15orf40	72	108	111	119
C15orf41	126	121	126	111
C15orf42	81	66	50	23
C15orf43	0	0	0	0
C15orf44	195	270	296	330
C15orf52	1023	1652	736	392
C15orf55	0	0	0	0
C15orf57	46	64	48	75
C15orf58	3	10	2	11
C15orf59	80	171	89	95
C15orf60	0	1	0	1
C15orf61	49	39	38	51
C15orf63	217	240	368	517
C16orf11	0	0	0	0
C16orf13	64	84	70	173
C16orf42	130	175	256	324
C16orf45	1066	1125	496	866
C16orf46	7	9	8	9
C16orf48	40	48	33	48
C16orf5	220	198	242	338
C16orf53	119	167	150	207
C16orf54	0	0	0	0
C16orf55	2	2	4	9
C16orf57	58	77	105	112
C16orf58	613	746	746	1050
C16orf59	16	20	9	8
C16orf61	34	59	49	62
C16orf62	274	298	288	303
C16orf7	44	65	67	78
C16orf70	372	425	367	402
C16orf71	0	4	0	2
C16orf72	1234	1005	1064	645
C16orf73	0	3	2	0
C16orf74	1	5	2	1
C16orf78	0	0	0	0
C16orf79	29	28	42	45
C16orf80	177	252	253	390
C16orf87	94	105	113	40
C16orf89	1	1	0	0
C16orf91	22	26	32	59
C16orf92	0	0	0	0
C16orf93	41	31	33	25
C16orf96	0	0	0	0
C17orf101	91	64	86	112
C17orf104	43	30	53	39
C17orf105	0	0	0	0
C17orf107	5	3	4	8
C17orf28	0	1	1	2
C17orf39	29	33	39	26
C17orf46	1	0	0	0
C17orf47	1	0	0	0
C17orf48	56	72	72	65
C17orf49.1	273	329	296	528
C17orf50	0	0	0	0
C17orf53	24	52	22	25
C17orf56	113	134	86	84
C17orf57	642	110	215	48
C17orf59	55	60	35	57
C17orf61	18	32	28	42
C17orf63	95	121	114	120
C17orf64	1	0	0	0
C17orf66	0	0	0	0
C17orf67	4	4	3	3
C17orf70	386	389	541	657
C17orf74	0	0	0	0
C17orf75	50	64	82	41
C17orf78	0	0	0	0
C17orf79	381	341	648	870
C17orf80	191	204	194	150
C17orf97	8	7	5	8
C17orf98	0	0	0	0
C17orf99	0	0	0	0
C18orf1	7	7	0	4
C18orf21	47	51	57	36
C18orf25	230	208	398	182
C18orf34	0	0	0	0
C18orf54	48	74	34	8
C18orf63	0	0	0	0
C18orf8	130	146	114	96
C19orf10	274	324	296	459
C19orf12	91	103	96	143
C19orf18	1	0	0	1
C19orf24	25	25	25	39
C19orf25	17	26	31	48
C19orf26	9	21	25	24
C19orf33	0	0	1	1
C19orf35	1	0	0	1
C19orf38	1	0	0	0
C19orf40	4	8	1	5
C19orf43	371	584	545	923
C19orf44	31	20	33	19
C19orf45	0	0	0	0
C19orf46	0	2	1	2
C19orf47	24	38	46	36
C19orf51	0	0	0	1
C19orf52	74	84	107	134
C19orf54	47	71	47	55
C19orf55	47	59	26	22
C19orf57	2	8	3	3
C19orf59	0	0	0	0
C19orf6	108	131	204	146
C19orf60	25	37	60	70
C19orf63	151	221	199	280
C19orf66	36	41	37	31
C19orf68	18	22	23	13
C19orf73	9	10	3	22
C19orf75	0	0	0	0
C19orf80	0	4	3	1
C1GALT1	242	290	287	85
C1GALT1C1	274	245	353	169
C1QBP	72	70	159	205
C1QC	0	0	0	0
C1QL1	0	1	0	2
C1QL2	0	0	0	0
C1QL3	22	14	9	3
C1QL4	0	0	0	0
C1QTNF1	72	57	41	75
C1QTNF2	4	17	1	4
C1QTNF3	69	54	65	54
C1QTNF4	0	0	0	0
C1QTNF6	76	94	47	47
C1QTNF7	1	0	1	0
C1R	690	698	435	715
C1RL	86	77	45	64
C1S	3919	2945	2943	3477
C1orf100	0	0	0	0
C1orf101	5	3	2	1
C1orf105	0	0	0	0
C1orf106	0	0	0	0
C1orf110	0	0	0	0
C1orf111	0	0	0	0
C1orf112	40	52	51	32
C1orf114	1	0	0	2
C1orf115	0	0	0	0
C1orf116	1	0	5	1
C1orf124	150	151	178	108
C1orf127	0	0	0	0
C1orf129	1	2	1	3
C1orf130	0	0	0	0
C1orf131	81	101	92	120
C1orf135	124	117	152	152
C1orf141	0	0	0	0
C1orf144	119	117	109	137
C1orf145	0	1	5	1
C1orf146	0	0	0	0
C1orf150	0	0	0	0
C1orf158	0	0	0	0
C1orf162	3	2	1	0
C1orf167	27	20	12	10
C1orf168	1	0	1	0
C1orf170	0	0	0	0
C1orf172	0	0	0	0
C1orf173	0	0	0	0
C1orf174	157	184	182	229
C1orf177	0	0	0	0
C1orf182	0	0	0	1
C1orf185	0	0	0	0
C1orf186	1	0	0	0
C1orf187	3	3	0	0
C1orf189	0	1	0	0
C1orf190	8	4	4	3
C1orf192	55	25	40	31
C1orf196	0	0	0	0
C1orf198	622	680	501	632
C1orf200	0	0	0	0
C1orf201	83	157	129	118
C1orf21	241	278	143	181
C1orf210	0	0	0	0
C1orf216	94	136	111	123
C1orf220	1	0	1	0
C1orf226	0	0	0	0
C1orf228	4	2	3	2
C1orf27	139	131	190	52
C1orf31	68	81	100	125
C1orf35	17	25	39	18
C1orf38	12	13	20	13
C1orf43	1228	1325	1592	2191
C1orf49	2	1	2	2
C1orf50	61	60	82	99
C1orf51	100	194	24	77
C1orf52	257	256	340	334
C1orf53	5	18	22	29
C1orf54	61	53	68	69
C1orf55	150	90	197	141
C1orf56	163	205	182	192
C1orf61	0	0	0	0
C1orf63	213	301	182	88
C1orf64	0	0	0	0
C1orf65	0	0	0	0
C1orf74	26	39	49	44
C1orf85	421	539	362	413
C1orf86	60	84	91	166
C1orf87	0	0	0	0
C1orf88	0	0	2	1
C1orf9	665	655	1026	363
C1orf94	1	1	1	1
C1orf95	0	0	0	1
C1orf96	17	11	15	12
C2	23	2	17	1
C20orf11	218	245	296	298
C20orf111	321	283	282	342
C20orf112	216	169	120	85
C20orf118	0	0	0	1
C20orf123	0	0	0	0
C20orf144	0	0	0	1
C20orf151	0	0	0	0
C20orf152	0	0	0	1
C20orf173	0	0	0	0
C20orf187	0	0	0	0
C20orf194	465	500	661	543
C20orf195	1	0	0	1
C20orf196	1	2	1	5
C20orf20	145	171	170	234
C20orf201	0	0	0	0
C20orf26	0	1	0	0
C20orf27	45	61	77	138
C20orf29	29	28	33	48
C20orf3	885	1128	1094	1248
C20orf30	40	12	34	27
C20orf4	229	258	296	390
C20orf43	607	625	907	1022
C20orf54	0	0	0	0
C20orf7	20	23	27	29
C20orf72	68	96	67	35
C20orf79	0	0	0	0
C20orf85	0	0	0	0
C20orf94	14	13	9	5
C20orf96	18	10	13	17
C21orf2	100	87	98	113
C21orf37	0	0	0	0
C21orf56	28	0	20	1
C21orf58	3	12	3	3
C21orf59	175	237	333	318
C21orf62	0	0	1	0
C21orf63	4	18	4	6
C21orf7	570	410	720	533
C21orf88	1	3	0	0
C21orf91	79	48	69	14
C22orf13	285	366	381	398
C22orf23	130	74	111	45
C22orf24	2	4	2	1
C22orf25	119	129	113	147
C22orf28	597	616	999	1134
C22orf29	45	55	93	46
C22orf31	0	0	0	0
C22orf32	81	93	106	159
C22orf33	0	0	0	0
C22orf39	0	0	0	0
C22orf40	46	54	42	74
C2CD2	128	88	145	76
C2CD2L	105	195	171	153
C2CD3	249	189	254	157
C2CD4A	0	0	0	0
C2CD4D	0	0	0	0
C2orf18	132	119	169	137
C2orf28	437	473	563	1107
C2orf29	240	263	293	278
C2orf40	1	0	0	0
C2orf43	164	156	223	140
C2orf44	48	55	112	58
C2orf47	74	66	85	110
C2orf49	229	231	240	195
C2orf50	0	0	0	0
C2orf51	0	0	0	0
C2orf53	0	0	0	0
C2orf54	0	0	0	0
C2orf55	0	1	0	0
C2orf56	216	175	184	102
C2orf61	1	2	0	1
C2orf62	0	1	0	0
C2orf63	16	20	23	11
C2orf65	11	6	4	7
C2orf66	4	1	0	0
C2orf67	218	198	253	124
C2orf68	43	63	51	50
C2orf69	0	0	0	0
C2orf70	0	0	0	0
C2orf71	0	0	0	0
C2orf72	0	1	1	3
C2orf73	0	0	0	0
C2orf76	19	11	18	12
C2orf78	0	0	0	0
C2orf80	0	0	0	0
C2orf82	0	0	0	1
C2orf84	0	1	0	1
C2orf88	1	1	3	2
C2orf89	13	1	5	1
C3AR1	0	1	0	0
C3orf14	66	111	62	45
C3orf15	1	0	3	0
C3orf17	402	387	439	275
C3orf18	157	172	130	192
C3orf19	101	106	92	91
C3orf20	2	1	0	0
C3orf22	0	0	0	0
C3orf23	150	126	134	61
C3orf25	4	3	1	0
C3orf26	136	173	152	130
C3orf32	2	1	2	0
C3orf33	16	4	11	17
C3orf35	0	1	5	1
C3orf37	88	118	92	101
C3orf38	246	260	276	190
C3orf43	0	0	0	0
C3orf45	115	117	185	228
C3orf49	0	0	0	1
C3orf52	88	39	76	33
C3orf56	0	0	0	0
C3orf58	146	143	145	120
C3orf62	56	48	50	40
C3orf64	153	153	171	88
C3orf65	1	0	0	0
C3orf67	37	50	59	35
C3orf70	0	0	2	0
C3orf75	101	116	122	211
C3orf77	0	0	0	0
C3orf78	21	19	26	13
C3orf80	24	7	1	2
C4BPA	0	0	0	0
C4BPB	0	0	0	0
C4orf17	0	0	0	0
C4orf19	3	1	2	0
C4orf22	2	4	2	1
C4orf29	37	55	44	17
C4orf32	246	167	152	50
C4orf33	31	57	39	7
C4orf36	4	6	9	10
C4orf37	1	0	1	0
C4orf40	0	0	0	0
C4orf44	0	0	1	0
C4orf45	3	0	0	0
C4orf47	2	2	1	2
C4orf48	0	1	1	3
C4orf49	26	17	58	25
C4orf50	0	0	0	0
C5	32	30	10	15
C5AR1	2	8	3	2
C5orf13	4727	2560	2665	5540
C5orf15	69	70	74	67
C5orf22	217	217	311	205
C5orf24	726	694	728	320
C5orf25	29	53	34	39
C5orf28	113	101	93	32
C5orf30	728	910	1173	481
C5orf32	197	305	210	225
C5orf34	29	29	46	12
C5orf35	29	28	35	19
C5orf38	25	51	25	50
C5orf4	110	127	41	56
C5orf41	440	340	187	73
C5orf42	428	357	366	110
C5orf43	496	485	795	306
C5orf44	213	222	281	151
C5orf45	228	146	195	107
C5orf47	0	0	0	0
C5orf48	0	1	0	0
C5orf49	1	0	1	0
C5orf50	0	0	0	0
C5orf51	580	463	589	243
C5orf52	0	0	0	0
C5orf54	35	40	57	36
C6	0	0	0	0
C6orf1	145	262	153	201
C6orf10	0	0	0	0
C6orf103	0	0	0	0
C6orf105	17	75	17	77
C6orf106	804	870	907	1070
C6orf108	58	46	94	143
C6orf115	91	129	82	112
C6orf118	0	0	0	0
C6orf125	97	106	140	273
C6orf126	0	0	0	0
C6orf130	108	131	117	87
C6orf132	14	29	16	12
C6orf136	39	52	45	44
C6orf141	0	1	0	0
C6orf15	0	0	0	0
C6orf162	31	20	38	14
C6orf163	0	1	2	1
C6orf165	7	5	6	1
C6orf168	1	6	2	2
C6orf170	25	23	41	20
C6orf186	4	3	3	7
C6orf192	15	3	32	3
C6orf201	100	106	108	116
C6orf221	0	0	0	0
C6orf222	0	0	0	0
C6orf223	0	0	0	0
C6orf225	105	82	125	195
C6orf25	0	0	0	0
C6orf52	1	1	1	0
C6orf57	15	13	17	22
C6orf58	0	1	0	0
C6orf62	1114	819	1159	778
C6orf72	787	1020	786	750
C6orf89	761	692	909	846
C6orf97	6	6	7	5
C7	0	0	0	0
C7orf10	27	25	38	43
C7orf11	79	96	105	98
C7orf23	135	179	187	158
C7orf25	186	217	154	102
C7orf26	69	86	103	136
C7orf30	161	164	179	186
C7orf31	6	8	4	2
C7orf41	186	157	195	96
C7orf42	728	681	936	920
C7orf44	129	195	163	268
